/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_19_409.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_19_409.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_19_409.jpg, 0, 0, 0, 7.802324E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_19_509.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_19_509.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_19_509.jpg, 0, 0, 0, 7.850735E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_19_620.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_19_620.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_19_620.jpg, 0, 0, 0, 7.826008E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_19_730.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_19_730.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_19_730.jpg, 0, 0, 0, 7.830062E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_19_839.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_19_839.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_19_839.jpg, 0, 0, 0, 7.855159E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_19_953.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_19_953.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_19_953.jpg, 0, 0, 0, 7.817974E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_20_059.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_20_059.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_20_059.jpg, 0, 0, 0, 7.784929E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_20_167.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_20_167.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_20_167.jpg, 0, 0, 0, 7.810335E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_20_283.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_20_283.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_20_283.jpg, 0, 0, 0, 7.971966E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_20_384.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_20_384.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_20_384.jpg, 0, 0, 0, 7.790707E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_20_486.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_20_486.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_20_486.jpg, 0, 0, 0, 7.857482E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_20_590.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_20_590.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_20_590.jpg, 0, 0, 0, 7.817299E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_20_692.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_20_692.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_20_692.jpg, 0, 0, 0, 7.855526E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_20_795.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_20_795.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_20_795.jpg, 0, 0, 0, 7.824815E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_20_916.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_20_916.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_20_916.jpg, 0, 0, 0, 8.273529E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_21_028.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_21_028.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_21_028.jpg, 0, 0, 0, 7.916539E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_21_131.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_21_131.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_21_131.jpg, 0, 0, 0, 7.844419E-05
/Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/center_2023_06_20_23_23_21_237.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/left_2023_06_20_23_23_21_237.jpg, /Users/QUIRO-MBP/Documents/EDU/MAESTRIA/Navegación Autónoma/Proyecto_Final/Navegacion-Autonoma/IMG/right_2023_06_20_23_23_21_237.jpg, 0, 0, 0, 7.859206E-05
