/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_11_534.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_11_534.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_11_534.jpg, 0, 0, 0, 7.73993E-05
/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_11_635.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_11_635.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_11_635.jpg, 0, 0, 0, 7.915675E-05
/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_11_747.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_11_747.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_11_747.jpg, 0, 0, 0, 7.784277E-05
/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_11_853.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_11_853.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_11_853.jpg, 0, 0, 0, 7.887246E-05
/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_11_964.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_11_964.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_11_964.jpg, 0, 0, 0, 7.777187E-05
/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_12_077.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_12_077.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_12_077.jpg, 0, 0, 0, 7.8151E-05
/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_12_186.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_12_186.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_12_186.jpg, 0, 0, 0, 7.867932E-05
/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_12_288.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_12_288.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_12_288.jpg, 0, 0, 0, 7.903526E-05
/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_12_398.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_12_398.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_12_398.jpg, 0, 0, 0, 7.823631E-05
/Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/center_2023_06_24_16_05_12_523.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/left_2023_06_24_16_05_12_523.jpg, /Users/QUIRO-MBP/Documents/GitHub/Navegacion-Autonoma/Navegacion-Autonoma/Prueba_manejo_2/IMG/right_2023_06_24_16_05_12_523.jpg, 0, 0, 0, 7.814413E-05
